testID,lotNumber,printedExpiration,extendedExpiration
162056,3675615 3675617 3675618 3675620 3675805 3675806 3675807 3675809 F40990 F41050 F41051,2023-02-11,2023-06-11
162056,3675810 3675811 3675812 3675814 3675815 3675817 3675818 3675819 3675820 3675822 3675826 3675827 3675839 3675840 3675842 3675844 3675845 3675846 3675934 3675935 3675936 3675937 3676070 3676145 3676147 F40982 F40994 F40995 F40996 F40998 F41008 F41021 F41022,2023-02-12,2023-06-12
162056,2203002 3676074 3676075 3676076 3676077 3676078 3676080 3676081 3676082 3676083 3676148 3676149 3676150 3676151 3676232 F41005 F41006 F41027 F41030,2023-02-13,2023-06-13
162056,3676084 3676086 3676088 3676090 3676092 3676093 3676094 3676096 3676097 F40999 F41000 F41004 F41044 F41045 F41054 F41055 F41061 F41077 F41079 F41080 F41081 F41612,2023-02-14,2023-06-14
162056,2203003 F41025 F41026 F41028 F41039 F41040 F41042 F41046 F41048 F41049 F41057 F41527,2023-02-15,2023-06-15
162056,F41067,2023-02-16,2023-02-28
162056,3676099 3676100 3676231 3676385 3676387 3676388 3676390 3676415 3676416 F41031 F41036 F41037 F41062 F41064 F41065 F41066 F41092 F41494,2023-02-16,2023-06-16
162056,F41076 F41126 F41179,2023-02-17,2023-06-17
162056,F41069,2023-02-18,2023-03-01
162056,3676394 3676398 3676399 3676403 3676408 3676804 3682392 3686991 F41059 F41068,2023-02-18,2023-06-18
162056,2203004 2203010,2023-02-19,2023-06-19
162056,707636 707637 707638 3676413 3676791 3676957 3676960 F41097 F41099 F41222 F41233,2023-02-20,2023-06-20
162056,F41118 F41123 F41124,2023-02-21,2023-06-21
162056,F41082 F41091 F41095 F41096 F41122 F41125 F41525,2023-02-22,2023-06-22
162056,2203005 3676794 3676797 3676798 3676811 3676814 3676816 3676958 3676959 3676961 F41100 F41101 F41119,2023-02-23,2023-06-23
162056,2203006,2023-02-24,2023-06-24
162056,F41102 F41103 F41107 F41114 F41115 F41117 F41149 F41151,2023-02-25,2023-06-25
162056,F41104 F41105 F41106 F41131 F41133 F41134 F41148 F41153 F41163 F41529,2023-02-26,2023-06-26
162056,2203007 F41127 F41132 F41135,2023-02-27,2023-06-27
162056,2203009 F41144 F41145 F41147 F41159 F41160 F41161 F41168 F41180 F41195 F41632,2023-02-28,2023-06-28
162056,F41136 F41142 F41146 F41162,2023-03-01,2023-06-29
162056,3676817 3677148 3677149 3677150 3677151 3677152 3677154 3677155 3677157,2023-03-02,2023-07-02
162056,F41150 F41152,2023-03-03,2023-07-01
162056,F41234 F41235 F41248 F41249 F41528,2023-03-03,2023-07-03
162056,F41170 F41173 F41174 F41177 F41181 F41182 F41196 F41197 F41198 F41199 F41202 F41205 F41206 F41210 F41220,2023-03-04,2023-07-02
162056,F41172 F41175 F41176 F41183 F41200 F41201,2023-03-04,2023-07-04
162056,707647 707648 707738 707750 707751 707752 707753 707754 707767 F41208 F41630 F41631,2023-03-05,2023-07-03
162056,F41207 F41212 F41216 F41228 F41238,2023-03-05,2023-07-05
162056,707685 2203011 2203012 F41211 F41221 F41243,2023-03-06,2023-07-04
162056,F41215 F41246,2023-03-06,2023-07-06
162056,2203013 F41241 F41633,2023-03-07,2023-07-05
162056,F41213 F41214 F41236 F41237 F41247,2023-03-07,2023-07-07
162056,3677659 3677662 3677665 3677813 3677815 3677816 3677817 3677818 F41229 F41231,2023-03-08,2023-07-08
162056,2203014 F41240 F41244 F41618,2023-03-09,2023-07-07
162056,3676621 3677674 3677675 3677676 3677677 3677820 3677824 3678006 3678007 3678008 3678084 F41224 F41239 F41245,2023-03-09,2023-07-09
162056,2203015 F41614,2023-03-10,2023-07-08
162056,3677829 3677830 3677833 3678085 3678086 3678089 3678090 F41232,2023-03-10,2023-07-10
162056,3677841 3678606 3678607 3678608 3678612 3678613 F41251 F41274 F41275 F41278,2023-03-11,2023-07-11
162056,F41256,2023-03-12,2023-07-10
162056,3678163 3678165 3678167 3678578 3678781 3678787 F41268 F41269,2023-03-12,2023-07-12
162056,2203016 2203017 F41255 F41257,2023-03-13,2023-07-11
162056,3678173 3678178 3679183 3679186 3679188 3679189 F41260 F41441,2023-03-13,2023-07-13
162056,707697 707698 707714 707715 707716 707735 3679558 F41279 F41636,2023-03-14,2023-07-12
162056,3678184 3678189 3678193 3678583 3679562 3679563 3679617 F41261 F41262 F41263 F41270 F41273 F41285,2023-03-14,2023-07-14
162056,2203018 2203019 F41253 F41254 F41617,2023-03-15,2023-07-13
162056,F41252 F41276 F41284,2023-03-15,2023-07-15
162056,2203020 2203021 3682404 3682405 3682406 3683055 3683056 3683057 3685091 F41292 F41302 F41303 F41304 F41306 F41615,2023-03-16,2023-07-14
162056,3679568 3679570 3679625 3679626 3679628 F41282 F41288 F41291 F41305,2023-03-16,2023-07-16
162056,F41283,2023-03-17,2023-03-23
162056,2204001 2204002 3679982 3679985 3679986 3679987 3679988 3679989 3680122 3680296 F41471 F41616,2023-03-17,2023-07-15
162056,3678598 3678599 3678601 3679983 F41286 F41287 F41427,2023-03-17,2023-07-17
162056,F41568,2023-03-17,2023-09-10
162056,3678785,2023-03-18,2023-07-13
162056,2204003 3679990 3679991 3679992 3679993 3679994 3680008 3680010 3680011 3680123 3680124 3680131 3680132 3680133 3680134 3680135 3680136 3680137 3680589 3680590 3680591 3680592 3680593 3680594 3680595 3680596,2023-03-18,2023-07-16
162056,F41289,2023-03-18,2023-07-18
162056,3680597 3680598 3680599 3680600 3680601 3680603 3680604 3680605 3680606 3680607 3680608 3680609 3680717 3680718 3680719 3680720 3680721 3680722 3680723 3680724 3680725 3680726 3680727 3680728 3680729 3680730 3680731 3680732 3680733 3680861 3680862 3680863 3680864 3680865 3680866 3680867 3680868 3680869 3680929,2023-03-19,2023-07-17
162056,F41563 F41564 F41565,2023-03-19,2023-07-19
162056,2204006 F41293 F41301 F41316 F41367,2023-03-20,2023-07-18
162056,F41295,2023-03-20,2023-07-20
162056,707768 707769 707777 707778 707779 707850 3680870 3680872 3680873 3680874 3680875 3680876 3680877 3680878 3680879 3680880 3681495 3681496 3681497 3681498 3681499 3681500 3681501 3681502 F41294,2023-03-21,2023-07-19
162056,F41393,2023-03-22,2023-04-10
162056,2204004,2023-03-22,2023-07-20
162056,F41373,2023-03-23,2023-04-06
162056,3683702 3683703 3683704 3683705 3683706 3683707 3683708 3683709 3683710 3683711 F41307 F41308 F41314 F41315 F41320 F41321 F41634,2023-03-23,2023-07-21
162056,3680881 3681523 3681524 3681525 3681526 3681527 3681528 3681529 3681530 3681531 3681532 3681710 3681711 3681712 3681713 3681714 3681715 3681716 3681717 3681718 3683712 3683713 3683714 3683715 3683716 3683717 3683718 3683719 3683720 3683721 3683722 3683723 3683724 3683725 3683726 3683727 3683903 3683904 3683905 3683906 3683907 3683908 3683909 3683910 3683911 3683912 3683913 3683914 3683915 3683916 3684299 3684300 3684301 3684302 3684303 3684304 3684305 F41322 F41323,2023-03-24,2023-07-22
162056,2204007 3684306 3684307 3684308 3684309 3684310 3684311 3684312 3684313 3684314 3684315 3684316 3684317 3684318 3684319 3684320 3684321 3684322 3684323 3684324 3684795 3684796 3684797 3684798 3684799 3684800 3684801 3684802 3684803 3685092 3685093 3685094 3685095 F41309 F41310 F41311 F41324 F41325,2023-03-25,2023-07-23
162056,F41329,2023-03-26,2023-03-31
162056,2204008,2023-03-26,2023-07-24
162056,F41334 F41341,2023-03-26,2023-07-26
162056,F41376,2023-03-27,2023-03-30
162056,F41375,2023-03-27,2023-03-31
162056,F41377,2023-03-27,2023-04-02
162056,3679544,2023-03-27,2023-07-21
162056,2204009 2204010 3678584 3679550 3679554 3679557 3679561 3679565 3679567 3679572 3679634 3679635 3679636 3679637 3679638 3679639 3679640 3679641 3679642 3679966 3679967 3679968 3679969 3679970 3679971 3679972 3679973 3679974 3679975 3679976 3679977 3679978 3679979 3679980 3679981 3680125,2023-03-27,2023-07-25
162056,2204012 3680007 3680009 3680126 3680127 3680128 3680129 3680130 3680602 3681537 3681538 3681539 3681540 3681541 F41326 F41330 F41331,2023-03-28,2023-07-26
162056,F41333,2023-03-28,2023-07-28
162056,2204011,2023-03-29,2023-07-27
162056,F41345 F41346,2023-03-29,2023-07-29
162056,F41342 F41351,2023-03-30,2023-07-30
162056,F41365,2023-03-31,2023-04-05
162056,F41178 F41352 F41353,2023-03-31,2023-07-31
162056,F41361,2023-04-01,2023-04-05
162056,2204013 3681533 3681534 3681535 3681861 3681862 3681863 3681864 3681865 3681866 3681867 3681868 3681869 3681870 3682119 3682120 3682121 3682122 3682123 3682124 3682373 3682374 3682375 3682376 3682377 3682378 3682379 3682380 3682381 3682382 3682384 3682386 3682387 3682388 3682389 3682390 3682391 3682393 3685721,2023-04-01,2023-07-30
162056,F41383,2023-04-02,2023-04-05
162056,2204014 3681542 3681855 3681856 3681857 3681858 3681859 3681860 3681871 3681872 3681873 3681874 3681875,2023-04-02,2023-07-31
162056,F41360,2023-04-02,2023-08-02
162056,F41384,2023-04-02,2023-08-06
162056,F41459,2023-04-02,2023-08-21
162056,2204015 3682094 3682095 3682096 3682097 3682098 3682099 3682100 3682101 3682102 3682103 3682104 3682105 3682106 3682107 3682394 3682395 3682396 3682397 3682398 3682399 3682400 3682401 3682402 3682403 3683037 3683038 3683039 3683040 3683041 3683042 3683043,2023-04-03,2023-08-01
162056,F41366 F41415,2023-04-04,2023-08-02
162056,F41378 F41387,2023-04-04,2023-08-04
162056,F41379 F41386,2023-04-04,2023-08-06
162056,F41389,2023-04-05,2023-04-07
162056,2205001 F41392,2023-04-05,2023-08-03
162056,F41388 F41407,2023-04-05,2023-08-05
162056,2205002,2023-04-06,2023-08-04
162056,F41403,2023-04-06,2023-08-06
162056,3683058 3683059 3683060 3683061 3683062 3683063 3683064 3683065 3683066 3683067 3683069 3683070 3683071 F41409 F41416 F41419,2023-04-07,2023-08-05
162056,F41414,2023-04-08,2023-04-10
162056,F41442,2023-04-08,2023-04-13
162056,2205003 2205004 2205005 F41417,2023-04-08,2023-08-06
162056,F41460 F41464 F41465 F41467 F41470 F41472 F41480,2023-04-09,2023-08-07
162056,2205006 2205007 2205008 3683072 3683073 3683074 3683075 3683386 3683387 3683388 3683389 3683728 3685096 3685097 3685098 3685099 3685100 3685268,2023-04-10,2023-08-08
162056,F41458,2023-04-10,2023-08-12
162056,2205009 F41429 F41430 F41481 F41482,2023-04-11,2023-08-09
162056,2205010 F41425 F41483 F41484 F41485,2023-04-12,2023-08-10
162056,F41443 F41486,2023-04-12,2023-08-12
162056,F41489,2023-04-13,2023-04-30
162056,F41492,2023-04-13,2023-05-05
162056,2205011 F41488 F41491,2023-04-13,2023-08-11
162056,F41512,2023-04-14,2023-04-30
162056,F41511,2023-04-14,2023-05-05
162056,F41513 F41514,2023-04-14,2023-05-06
162056,F41510,2023-04-14,2023-05-07
162056,F41520,2023-04-20,2023-04-30
162056,F41522,2023-04-20,2023-05-06
162056,F41521,2023-04-20,2023-05-07
162056,707845 707869 707870 707871 707884 707885,2023-04-20,2023-08-18
162056,F41557,2023-04-21,2023-05-14
162056,F41444 F41452 F41456,2023-04-21,2023-08-19
162056,F41539,2023-04-22,2023-05-11
162056,F41540,2023-04-23,2023-05-11
162056,F41549 F41551,2023-04-23,2023-05-13
162056,F41556,2023-04-23,2023-05-14
162056,2205012 2205013 2205014,2023-04-24,2023-08-22
162056,2206001,2023-05-01,2023-08-29
162056,707886 3685101 3685102 3685103 3685104 3685105 3685106 3685269 3685270 3685271 3685272 3685273 3685274 3685275 3686778,2023-05-04,2023-09-01
162056,F41570,2023-05-05,2023-09-12
162056,3685107 3685108 3685109 3685110 3685111 3685706 3685707 3685708 3685709 3685710,2023-05-06,2023-09-03
162056,F41579,2023-05-08,2023-09-10
162056,F41580,2023-05-08,2023-09-11
162056,3685719 3685720 3685722 3685723 3685724 3686005 3686006 3686007 3686008 3686009 3686010 3686011 3686996 F41751 F41754,2023-05-09,2023-09-06
162056,2206002 3685711 3685712 3685713 3685714 3685715 3685716 3685717 3685718 3686002 3686003 3686004 3686779 3686780 3686781 3686782 3686783 3686784 3686785 3686786,2023-05-10,2023-09-07
162056,F41581,2023-05-11,2023-05-15
162056,F41735 F41736,2023-05-11,2023-06-13
162056,3686569 3686726 3686730 3686731 3686732 3686733 3686734 3686735 3686787 F41740,2023-05-11,2023-09-08
162056,F41582,2023-05-12,2023-05-13
162056,F41583,2023-05-12,2023-05-15
162056,F41588,2023-05-12,2023-09-09
162056,F41589 F41605 F41609,2023-05-13,2023-09-10
162056,3689731,2023-05-13,2023-09-13
162056,F41608,2023-05-15,2023-09-15
162056,3685003,2023-05-16,2023-08-18
162056,3685004 3685005 3685006 3685007 3685008 3685009 3685010 3685011 3685012 3685013 3685014 3685015 3685016 3685725 3685726 3685727 3685730 3686564 3686565 3686566 3686567 F41604,2023-05-16,2023-09-13
162056,2206011 2206012 3690331 3690332 3690333 3690334 3690335 3690750 3690751,2023-05-16,2023-09-16
162056,F41639 F41656 F41666,2023-05-17,2023-09-14
162056,2207001 F41647,2023-05-17,2023-09-17
162056,2206003 3686788 3686990 3686992 3686993 3686994 3686995 3686997 3686998 F41646 F41657,2023-05-18,2023-09-15
162056,F41640 F41667 F41668,2023-05-19,2023-09-16
162056,2206004 F41669,2023-05-20,2023-09-17
162056,2206005 2206006 2207002 3691392 F41674 F41675 F41676,2023-05-23,2023-09-20
162056,3690753 3691389 3691927,2023-05-23,2023-09-23
162056,707887 3686999 3687000 3687001 3687002 3687003 3687004 3687005 3687006 3687007 3687008 3687009 3687010 3687489 3687490 3687491 F41681 F41682 F41684 F41685 F41686 F41691,2023-05-24,2023-09-21
162056,707914 707915 707916 707990 2206008 3687492 3687493 3687494 3687495 3687496 3687497 3687498 3687500 3687501 3687503,2023-05-24,2023-09-24
162056,F41692,2023-05-25,2023-09-22
162056,2206007 2206009 2206010,2023-05-25,2023-09-25
162056,3685966 3685967 3685968,2023-05-26,2023-09-23
162056,707933 707957 707972 707991,2023-05-26,2023-09-26
162056,F41729,2023-06-13,2023-10-01
162056,F41693 F41708 F41709 F41711 F41712 F41713 F41717,2023-07-31,2023-09-29
162056,707992 F41716 F41725 F41728,2023-08-01,2023-09-30
162056,F41726 F41727,2023-08-02,2023-10-01
162056,708046 708070 708102 3695334 3695335,2023-08-03,2023-10-03
162056,3692762 3692763 3692764 3692765 3694165 3694166 3694167 3694168 3694169 3694484 3716203,2023-08-06,2023-10-06
162056,3691933,2023-08-07,2023-09-17
162056,2207003 3691928 3691929 3691930 3691931 3691932 3692759 3692760 3692761 3692766 3692767 3692768 F41805,2023-08-07,2023-10-07
162056,F41812,2023-08-08,2023-10-08
162056,3698897 3699430 3699431 3700174 3701448 3701449 3702528 3702529 3702699 3702700 3702701 3702702,2023-10-10,2023-12-10
162056,F41776,2023-11-13,2024-01-13
162503,2201344EUA 2201345EUA 2201346EUA 2201347EUA 2201348EUA 2201349EUA 2201350EUA 2201351EUA 2201352EUA 2201353EUA 2201354EUA 2201355EUA 2201356EUA 2201357EUA 2201358EUA 2201359EUA  2201369EUA 2201370EUA 2201371EUA 2201372EUA 22 01373EUA 2201374EUA 2201375EUA 2201376EUA 2201377EUA 2201378EUA 2201379EUA 2201380EUA 2201381EUA 2201382EUA 2201383EUA 2201384EUA  2201781EUA 2201782EUA 2201783EUA 2201784EUA 2201785EUA 2201786EUA 2201787EUA 2201788EUA  2201830EUA 220183 1EUA 2201832EUA 2201833EUA 2201834EUA 2201835EUA 2201836EUA 2201837EUA 2201838EUA 2201839EUA 2201840EUA 2201841EUA 2201842EUA 2201843EUA 2201844EUA 2201845EUA,2022-11,2023-12
162503,2202580EUA 2202581EUA 2202582EUA 2202583EUA 2202584EUA 2202585EUA 2202586EUA 2202587EUA 2202588EUA 2202589EUA 2202590EUA 2202591EUA 2202592EUA 2202593EUA 2202594EUA 2202595EUA 2202596EUA 2202597EUA 2202598EUA 2202599EUA 2202600EUA 2202032EUA 2202033EUA 2202034EUA 2202035EUA 2202036EUA 2202037EUA 2202038EUA 2202039EUA 2202040EUA 2202041EUA 2202042EUA 2202043EUA 2202044EUA 2202045EUA 2202046EUA 2202047EUA 2202048EUA 2202049EUA 2202050EUA 2202051EUA 2202052EUA 2202 053EUA 2202054EUA 2202055EUA 2202056EUA 2202057EUA 2202058EUA 2202059EUA 2202060EUA 2202061EUA 2202062EUA 2202063EUA 2202064EUA 2202065EUA 2202066EUA 2202067EUA 2202068EUA 2202069EUA 2202070EUA 2202071EUA 2202072EUA 2202073EUA,2022-12,2024-01
162503,2202074EUA 2202075EUA 2202076EUA 2202077EUA 2202078EUA 2202079EUA 2202119EUA 2202120EUA 2202121EUA 2202122EUA 2202123EUA 2202124EUA 2202125EUA 2202126EUA 2202127EUA 2202128EUA 2202129EUA 2202130EUA 2202131EUA 2202132EUA 2202133EUA 2202134EUA 2202135EUA 2202136EUA 2202137EUA 2202138EUA 2202139EUA 2202140EUA 2202141EUA 2202 142EUA 2202143EUA 2202144EUA 2202145EUA 2202146EUA 2202147EUA 2202148EUA 2202149EUA 2202150EUA 2202151EUA 2202152EUA 2202153EUA 2202154EUA 2202155EUA 2202156EUA 2202157EUA 2202158EUA 2202159EUA 2202160EUA 2202161EUA 2202162EUA 2202163E UA 2202164EUA 2202165EUA 2202166EUA 2202167EUA 2202168EUA 2202169EUA 2022033EUA 2022053EUA 2022068EUA,2022-12,2024-01
162503,2203101EUA 2203102EUA 2203103EUA 2203104EUA 2203105EUA 2203106EUA 2203107EUA 2203108EUA 2203160EUA 2203161EUA 2203162E UA 2203163EUA 2203164EUA 2203165EUA 2203166EUA 2203167EUA 2203168EUA 2203169EUA 2203170EUA 2203171EUA 2203172EUA 2203173EUA 2203174EUA 2203175EUA 2203176EUA 2203177EUA 2203178EUA 2203179EUA 2203180EUA 2203181EUA 2203182EUA 2203183EUA 2203184EUA 2203185EUA 2203186EUA 2203187EUA 2203188EUA 2203189EUA 2203190EUA 2203191EUA 2203192EUA 2203193EUA 2203194EUA 2203195EUA 2203196EUA 2203197EUA 2203198EUA 2203199EUA 2203200EUA 2203201EUA 2203202EUA 2203203EUA 2203204EUA 2203 205EUA 2203206EUA 2203207EUA 2203208EUA 2203209EUA 2203210EUA 2203211EUA 2203212EUA 2203213EUA 2203214EUA 2203215EUA 2203216EUA 2203217EUA 2203218EUA 2203219EUA 2203220EUA 2203221EUA 2203222EUA 2203223EUA 2203224EUA 2203225EUA 2203226E UA,2023-01,2024-02
162503,2203458EUA 2203459EUA 2203460EUA 2203461EUA 2203462EUA 2203463EUA 2203464EUA 2203465EUA 2203466EUA 2203467EUA 2203468EUA 2203469EUA 2203470EUA 2203471EUA 2203472EUA 2203473EUA 2203474EUA 2203585EUA 2203768EUA 2204619EUA,2023-01,2024-02
162503,2204615EUA 2204616EUA 2204617EUA 2204618EUA 2204620EUA 2204621EUA 2204622EUA 2204623EUA 2204624EUA 2204625EUA 2204626EUA 2204627EUA 2204628EUA 2204629EUA 2204630EUA 2204631EUA 2204632EUA 2204633EUA 2204634EUA 2204635EUA 2204636EUA 2204637EUA 2204638EUA,2023-02,2024-03
162503,2207186EUA 2207187EUA 2207188EUA 2207189EUA 2207190EUA 2207191EUA 2207192EUA 2207193EUA 2207201EUA 2207202EUA 2207203EUA 2207204EUA,2023-05,2024-06
162503,2208131EUA 2208132EUA 2208133EUA 2208138EUA,2023-06,2024-07
164551,221CO20505,2023-02-04,2023-08-04
164551,221CO20509,2023-02-08,2023-08-08
164551,221CO21226,2023-03-25,2024-03-25
164551,221CO20629,2023-03-28,2023-09-28
164551,221CO20505,2023-05-04,2023-08-04
164551,221CO20509,2023-05-08,2023-08-08
164551,221CO20815,2023-08-14,2023-11-14
164551,221CO20820,2023-08-19,2023-11-19
164551,221CO20826,2023-08-25,2023-11-25
164551,221CO20901,2023-08-31,2023-11-30
164551,221CO20905,2023-09-04,2023-12-04
164551,221CO20907,2023-09-06,2023-12-06
164551,221CO20908,2023-09-07,2023-12-07
164551,221CO20909,2023-09-08,2023-12-08
164551,221CO20913,2023-09-12,2023-12-12
164551,221CO20917,2023-09-16,2023-12-16
164551,221CO20927,2023-09-26,2023-12-26
164551,221CO21017,2023-10-16,2024-01-16
164551,221CO21018,2023-10-17,2024-01-17
164551,221CO21101,2023-10-31,2024-01-31
164551,221CO21114,2023-11-13,2024-02-13
164551,221CO21219,2023-12-18,2024-03-18
164551,221CO21220,2023-12-19,2024-03-19
164551,221CO21226,2023-12-25,2024-03-25
164551,231CO20106,2024-01-05,2024-04-05
164551,231CO20109,2024-01-08,2024-04-08
164551,234CO20314,2024-03-13,2024-06-13
164551,234CO20315,2024-03-14,2024-06-14
164551,234CO20317,2024-03-16,2024-06-16
164551,234CO20320,2024-03-19,2024-06-19
164551,234CO20321,2024-03-20,2024-06-20
165822,22090100,2023-03-06,2024-06-06
165822,22090200,2023-03-06,2024-06-06
165822,22090300,2023-03-06,2024-06-06
165822,22090400,2023-03-06,2024-06-06
165822,22120200,2023-06-12,2024-09-12
167722,W2022120100,2023-05-31,2023-09-30
167722,W2022120200,2023-06-01,2023-10-01
168236,A1335019,2022-12-31,2023-05-31
168236,A1341015 A1341023,2023-01-03,2023-06-03
168236,A1342018 A1342026,2023-01-04,2023-06-04
168236,A1365010 A1365028,2023-01-21,2023-06-21
168236,A1412012 A1412029,2023-02-22,2023-07-22
168236,A1414018 A1414026,2023-02-24,2023-07-24
168236,A1424013 A1424021,2023-02-28,2023-07-28
168236,A1434011 A1434020,2023-03-07,2023-08-07
168236,A1444017 A1444025,2023-03-14,2023-08-14
168236,A1483011 A1483020 A1483038 A1483046 A1483054 A1483062 A1483079 A1483087 A1483095,2023-04-11,2023-09-11
168236,A1493017 A1493025,2023-04-18,2023-09-18
168236,A1515014,2023-05-03,2023-10-03
168236,A1521016,2023-05-06,2023-10-06
168236,A1551018,2023-05-27,2023-10-27
168236,A1555011 A1555020,2023-06-01,2023-11-01
168236,A1561013,2023-06-04,2023-11-04
168236,A1562016,2023-06-05,2023-11-05
168236,A1602011 A1602020,2023-07-02,2023-12-02
168236,A1612010,2023-07-09,2023-12-09
168236,A1613012 A1613029 A1613037,2023-07-10,2023-12-10
168236,A1643011,2023-07-31,2023-12-31
168236,A1645017,2023-08-02,2024-01-02
168236,A1651011 A1651020,2023-08-05,2024-01-05
168236,A1661014,2023-08-12,2024-01-12
168236,A1671010,2023-08-19,2024-01-19
168236,A1673015,2023-08-21,2024-01-21
168236,A1681015,2023-08-26,2024-01-26
168236,A1711012,2023-09-19,2024-02-19
168236,A1713018,2023-09-21,2024-02-21
168236,A1721018,2023-09-26,2024-02-26
168236,A1773019 A1773027,2023-11-02,2024-04-02
168236,A1774013,2023-11-03,2024-04-03
169735,22S0142-22S0166 22X0052-22X0058,April 2023,July 2023
169735,22A0008-22A0016 22E0004-22E0006 22G0003-22G0005 22S0167-22S0213 22S0215-22S0216 22S0218 22T0001 22X0059-22X0109,May 2023,August 2023
169735,22A0017 22E0007-22E0009 22G0006-22G0007 22L0003-22L0008 22S0214 22S0217 22S0219-22S0237 22S0239-22S0246 22S0248-22S0251 22S0253-22S0272 22S0275-22S0276 22T0002-22T0003 22X0110,June 2023,September 2023
169735,22S0277-22S0286 22S0289-22S0290 22S0292 22S0294-22S0302 22S0304-22S0305 22S0307-22S0309,July 2023,October 2023
169735,22T0006-22T0008,August 2023,November 2023
169735,22S0344-22S0345 22S0347-22S0352 22S0360-22S0365 22S0370-22S0371 22S0384 22T0004-22T0005 22T0009-22T0012,September 2023,December 2023
169735,22S0366-22S0369 22S0372-22S0374 22T0013-22T0020 22T0022-22T0051,October 2023,January 2024
169735,22S0376 22S0380 22S0383 22S0385 22S0388 22S0404-22S0405,November 2023,February 2024
169735,22S0408 22S0410-22S0411,December 2023,March 2024
169735,23S0002-23S0005 23T0001-23T0007,January 2024,April 2024
169735,23S0029 23S0032 23T0008-23T0012,April 2024,July 2024
170703,K08A110501233M1 K08A110501233M2 K08A110501233M3 K08A110601233M8,2023-03-25,2024-03-24
170703,K08A110501233M5 K08A110501233M6 K08A110501233M7 K08A111512223M5 K08A111512223M6,2023-03-26,2024-03-25
170703,K08A110501233M8 K08A110501233M9 K08A110601233M1 K08A111612223M2 K10A012511223M1 K10A012511223M2,2023-03-27,2024-03-26
170703,K08A110601233M9 K10A012511223M3 K10A012511223M4,2023-03-28,2024-03-27
170703,K08A110601233M2,2023-03-29,2024-03-28
170703,K08A110601233M3 K08A110601233M4 K08A110601233M7,2023-03-30,2024-03-29
170703,K08A110812223M1,2023-03-31,2024-03-30
170703,K08A110601233M5,2023-04-01,2024-03-31
170703,K08A110812223M2 K08A110812223M2,2023-04-02,2024-04-01
170703,K08A110812223M3 K08A110812223M3,2023-04-07,2024-04-06
170703,K08A110601233M6,2023-04-21,2024-04-20
170703,K08A110601233M8,2023-06-25,2024-06-24
170703,K08A110501233M4,2023-06-26,2024-06-25
170703,K10A013003234M1,2023-07-07,2024-04-02
170703,K10A012203234M1,2023-07-08,2024-04-03
170703,K10A013003234M2,2023-07-12,2024-04-07
170703,K10A011407233M2,2023-09-29,2024-03-27
170703,K10A011207233M1 K10A011207233M2 K10A011207233M3 K10A011207233M4 K10A011207233M5,2023-10-05,2024-04-02
170703,K10A011207233M6 K10A012507233M9,2023-10-06,2024-04-03
170703,K10A010108233M1 K10A012607233M2,2023-10-10,2024-04-07
170703,K10A012507233M8,2023-10-11,2024-04-08
170703,K10A012507233M1,2023-10-13,2024-04-10
170703,K10A012507233M3,2023-10-14,2024-04-11
170703,K10A012507233M5,2023-10-15,2024-04-12
170703,K10A012507233M7,2023-10-16,2024-04-13
170703,K10A012607233M1,2023-10-17,2024-04-14
170703,K10A012507233M2,2023-10-18,2024-04-15
170703,K10A012507233M4,2023-10-19,2024-04-16
170703,K10A012507233M6,2023-10-25,2024-04-22
170703,K10A012507233M6,2023-10-25,2024-01-23
172663,COVN23010026 COVN23010027 COVN23010028 COVN23010029,1/11/2024,4/11/2024
172663,COVN23020004,2/20/2024,5/20/2024
172663,COVN23030001 COVN23030002,3/27/2024,6/27/2024
172663,COVN23030003 COVN23030004 COVN23030005,3/28/2024,6/28/2024
172663,COVN23030006 COVN23030007,3/29/2024,6/29/2024
172663,COVN23040001 COVN23040002 COVN23040003,4/3/2024,7/3/2024
172663,COVN23060001 COVN23060002 COVN23060003 COVN23060004,6/5/2024,9/5/2024
